Id,ActivityMinute,value,logId,Date
2026352035,2016-04-22 00:00:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:01:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:02:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:03:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:04:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:05:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:06:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:07:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:08:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:09:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:10:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:11:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:12:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:13:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:14:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:15:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:16:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:17:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:18:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:19:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:20:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:21:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:22:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:23:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:24:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:25:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:26:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:27:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:28:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:29:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:30:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:31:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:32:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:33:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:34:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:35:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:36:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:37:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:38:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:39:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:40:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:41:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:42:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:43:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:44:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:45:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:46:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:47:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:48:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:49:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:50:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:51:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:52:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:53:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:54:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:55:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:56:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:57:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:58:00,1,11459456610,2016-04-22
2026352035,2016-04-22 00:59:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:00:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:01:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:02:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:03:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:04:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:05:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:06:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:07:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:08:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:09:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:10:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:11:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:12:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:13:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:14:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:15:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:16:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:17:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:18:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:19:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:20:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:21:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:22:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:23:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:24:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:25:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:26:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:27:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:28:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:29:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:30:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:31:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:32:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:33:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:34:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:35:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:36:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:37:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:38:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:39:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:40:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:41:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:42:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:43:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:44:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:45:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:46:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:47:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:48:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:49:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:50:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:51:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:52:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:53:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:54:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:55:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:56:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:57:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:58:00,1,11459456610,2016-04-22
2026352035,2016-04-22 01:59:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:00:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:01:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:02:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:03:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:04:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:05:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:06:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:07:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:08:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:09:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:10:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:11:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:12:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:13:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:14:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:15:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:16:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:17:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:18:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:19:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:20:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:21:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:22:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:23:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:24:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:25:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:26:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:27:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:28:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:29:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:30:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:31:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:32:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:33:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:34:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:35:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:36:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:37:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:38:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:39:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:40:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:41:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:42:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:43:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:44:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:45:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:46:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:47:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:48:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:49:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:50:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:51:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:52:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:53:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:54:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:55:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:56:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:57:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:58:00,1,11459456610,2016-04-22
2026352035,2016-04-22 02:59:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:00:00,2,11459456610,2016-04-22
2026352035,2016-04-22 03:01:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:02:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:03:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:04:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:05:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:06:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:07:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:08:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:09:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:10:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:11:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:12:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:13:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:14:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:15:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:16:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:17:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:18:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:19:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:20:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:21:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:22:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:23:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:24:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:25:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:26:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:27:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:28:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:29:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:30:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:31:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:32:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:33:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:34:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:35:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:36:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:37:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:38:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:39:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:40:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:41:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:42:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:43:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:44:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:45:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:46:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:47:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:48:00,2,11459456610,2016-04-22
2026352035,2016-04-22 03:49:00,2,11459456610,2016-04-22
2026352035,2016-04-22 03:50:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:51:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:52:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:53:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:54:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:55:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:56:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:57:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:58:00,1,11459456610,2016-04-22
2026352035,2016-04-22 03:59:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:00:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:01:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:02:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:03:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:04:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:05:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:06:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:07:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:08:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:09:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:10:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:11:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:12:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:13:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:14:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:15:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:16:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:17:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:18:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:19:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:20:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:21:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:22:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:23:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:24:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:25:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:26:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:27:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:28:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:29:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:30:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:31:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:32:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:33:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:34:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:35:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:36:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:37:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:38:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:39:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:40:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:41:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:42:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:43:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:44:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:45:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:46:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:47:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:48:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:49:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:50:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:51:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:52:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:53:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:54:00,1,11459456610,2016-04-22
2026352035,2016-04-22 04:55:00,1,11459456610,2016-04-22
